"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"1400000US17031819200","Census Tract 8192, Cook County, Illinois","2148","230","15","25","0","17","0","17","59","49","166","160","272","121","309","175","644","196","308","162","375","147",
"1400000US17031819300","Census Tract 8193, Cook County, Illinois","1014","122","9","15","0","12","0","12","8","12","0","12","70","40","113","67","205","75","131","48","478","112",
"1400000US17031819400","Census Tract 8194, Cook County, Illinois","2160","199","0","17","0","17","44","54","127","89","78","70","622","205","250","129","316","152","167","111","556","181",
"1400000US17031819500","Census Tract 8195, Cook County, Illinois","1533","161","27","22","0","12","264","125","135","77","95","58","124","77","159","66","62","37","61","55","606","138",
"1400000US17031819600","Census Tract 8196, Cook County, Illinois","1320","204","17","19","8","12","66","42","21","22","0","12","19","20","46","28","267","79","323","219","553","88",
"1400000US17031819700","Census Tract 8197, Cook County, Illinois","1842","136","6","9","6","10","120","58","25","38","46","30","6","12","72","42","532","120","175","78","854","166",
"1400000US17031819801","Census Tract 8198.01, Cook County, Illinois","1718","183","64","33","8","12","135","47","126","60","7","10","20","22","99","55","327","94","267","72","665","176",
"1400000US17031819802","Census Tract 8198.02, Cook County, Illinois","965","149","0","12","22","24","75","32","24","26","0","12","83","31","265","53","360","113","40","21","96","93",
"1400000US17031819900","Census Tract 8199, Cook County, Illinois","1091","111","33","28","18","20","144","58","131","58","42","53","9","13","140","68","320","85","79","43","175","61",
"1400000US17031820000","Census Tract 8200, Cook County, Illinois","664","69","15","14","13","19","131","46","85","29","28","21","78","39","90","32","152","56","0","12","72","38",
"1400000US17031820101","Census Tract 8201.01, Cook County, Illinois","3161","353","74","79","24","41","57","49","327","127","328","115","1079","244","654","298","501","130","63","67","54","67",
"1400000US17031820103","Census Tract 8201.03, Cook County, Illinois","1615","172","1","6","6","10","117","53","65","50","160","78","390","129","251","78","386","158","124","62","115","60",
"1400000US17031820104","Census Tract 8201.04, Cook County, Illinois","1731","148","37","22","33","35","163","72","135","75","159","78","379","133","346","109","329","98","88","38","62","47",
"1400000US17031820202","Census Tract 8202.02, Cook County, Illinois","1501","193","76","46","23","26","131","46","295","162","157","53","323","119","155","66","191","56","51","44","99","54",
"1400000US17031820203","Census Tract 8202.03, Cook County, Illinois","1231","107","0","12","50","67","263","77","110","67","325","116","259","115","104","58","64","52","56","80","0","12",
"1400000US17031820204","Census Tract 8202.04, Cook County, Illinois","2196","326","160","243","17","29","582","263","312","111","228","99","413","135","135","69","282","117","50","36","17","24",
"1400000US17031820300","Census Tract 8203, Cook County, Illinois","1747","178","0","17","0","17","66","47","122","72","69","50","278","126","322","115","249","113","231","106","410","121",
"1400000US17031820400","Census Tract 8204, Cook County, Illinois","1829","204","11","17","37","45","116","66","123","61","25","32","73","65","152","84","391","146","209","96","692","180",
"1400000US17031820501","Census Tract 8205.01, Cook County, Illinois","2015","229","53","42","52","59","179","111","47","39","222","118","289","106","423","188","506","134","120","90","124","60",
"1400000US17031820502","Census Tract 8205.02, Cook County, Illinois","2098","232","21","33","16","20","77","59","288","218","245","107","367","100","545","197","347","137","65","51","127","77",
"1400000US17031820603","Census Tract 8206.03, Cook County, Illinois","2019","236","36","43","51","40","486","107","353","112","232","98","669","174","37","31","111","64","20","24","24","26",
"1400000US17031820604","Census Tract 8206.04, Cook County, Illinois","1504","178","34","43","0","12","96","66","89","49","133","69","452","172","341","126","313","100","46","38","0","12",
"1400000US17031820605","Census Tract 8206.05, Cook County, Illinois","2259","221","0","17","0","17","107","106","124","82","422","162","838","220","472","127","275","124","0","17","21","24",
"1400000US17031820606","Census Tract 8206.06, Cook County, Illinois","1723","173","6","11","16","18","579","167","155","64","73","44","218","76","298","113","264","91","28","30","86","57",
"1400000US17031820700","Census Tract 8207, Cook County, Illinois","2589","354","0","17","0","17","0","17","109","117","244","144","56","52","422","152","1073","293","205","127","480","192",
"1400000US17031820800","Census Tract 8208, Cook County, Illinois","1222","127","20","29","0","12","125","59","110","45","35","29","48","27","194","57","523","99","104","47","63","39",
